team,games_played,possessions,frequency,points_per_poss,points,fg_made,fg_att,fg_perc,eff_fg_perc,ft_freq,tov_freq,sf_freq,and1_freq,score_freq,percentile,season,playtype,offdef
SAS,82,20.1,19,0.95,19.1,6.9,18.3,37.9,49.1,3.9,5.4,3.5,0.4,37.8,86.2,2016,spotup,defense
PHI,82,19.6,17.6,0.98,19.2,6.6,17.5,37.6,49.8,5.6,6.2,4.8,0.9,38,65.5,2016,spotup,defense
WAS,82,19.4,17.7,1.02,19.9,7.1,17.5,40.6,53.7,4.3,6.3,4.1,0.8,39.8,27.6,2016,spotup,defense
CHI,82,20.6,19.2,0.97,19.9,7,18.8,37.2,48.9,4.9,4.6,4.8,0.8,37.8,75.9,2016,spotup,defense
LAC,82,20,18.5,1,20,7.1,18.2,39.1,51.1,4.8,5.3,4.5,1.1,39.1,51.7,2016,spotup,defense
GSW,82,22.6,19.9,0.9,20.4,7.1,20.3,35,45.4,5.4,5.8,5,1,35.5,100,2016,spotup,defense
DEN,82,19.1,17.5,1.08,20.7,7.3,17.3,42,55.6,5.2,5,4.7,0.6,42.5,3.4,2016,spotup,defense
PHX,82,19.9,17.6,1.04,20.7,7.3,17.9,40.8,53.3,5.6,5.2,5,0.9,41.2,20.7,2016,spotup,defense
CLE,82,21.5,19.6,0.97,20.8,7.3,19.6,37.3,49.2,4.5,4.5,4.3,0.5,37.9,72.4,2016,spotup,defense
DAL,82,20,19.4,1.05,20.9,7.2,17.7,41,54.9,5.3,7,4.8,0.8,40.6,17.2,2016,spotup,defense
MIN,82,19.8,18.6,1.06,21,7.3,17.8,41.2,54.4,6,5.5,5.6,1.2,41.7,6.9,2016,spotup,defense
BKN,82,20.1,17.5,1.05,21.1,7.5,18.1,41.3,54.6,4.7,6.1,4.6,1.1,40.8,10.3,2016,spotup,defense
OKC,82,21.6,19.9,0.99,21.5,7.6,19.4,38.9,50.4,5.5,6.1,5.2,1.4,39,58.6,2016,spotup,defense
NYK,82,21.1,19.1,1.02,21.5,7.6,19.2,39.4,51.8,5,4.9,4.8,1,39.7,34.5,2016,spotup,defense
MEM,82,22.7,21.8,0.95,21.6,7.3,20,36.5,48.4,6.4,6.2,5.9,1,37.4,82.8,2016,spotup,defense
NOP,82,23.1,20.8,0.97,22.4,7.9,21.1,37.3,49.2,4.2,4.9,4.1,0.7,37.6,69,2016,spotup,defense
SAC,82,22.1,20.6,1.02,22.5,8,20.1,39.9,52.9,4,5.9,3.9,1.2,39.1,31,2016,spotup,defense
HOU,82,23.3,20.7,0.98,22.9,8,20.9,38.1,50.3,5.4,5.8,4.8,0.8,38.4,62.1,2016,spotup,defense
ATL,82,23.7,21.4,0.97,22.9,8.2,21.5,38.2,50.6,3.3,6.8,3.3,0.8,37.1,79.3,2016,spotup,defense
LAL,82,21,19.1,1.09,22.9,8.2,19.3,42.5,56,4.3,4.9,4.1,0.9,42.1,0,2016,spotup,defense
DET,82,22.8,21.9,1.01,22.9,8.1,20.4,39.5,51.2,6,5.7,5.9,1.6,39.9,44.8,2016,spotup,defense
TOR,82,24.9,23.2,0.93,23.1,8.2,22.3,36.6,48.4,4.4,6.7,3.9,0.7,36.2,96.6,2016,spotup,defense
ORL,82,22,20.3,1.05,23.1,8.1,19.9,40.8,54.1,4.8,5.4,4.4,0.8,40.7,13.8,2016,spotup,defense
IND,82,23.3,21.4,1.01,23.6,8.2,21.2,38.5,52,4.5,5.4,4.4,1,38.5,41.4,2016,spotup,defense
CHA,82,26.7,25.1,1.02,27.2,9.8,24.6,39.7,52.3,4,5.2,3.9,1.2,39.1,37.9,2016,spotup,defense
MIL,82,27.8,26,1,27.7,9.9,24.7,40.2,52.3,4.8,7.4,4.4,0.9,39.3,55.2,2016,spotup,defense
BKN,82,15.2,13.7,1.07,16.2,5.9,13.9,42.1,54.5,5.3,5,5,1.6,42,0,2017,spotup,defense
POR,82,18.3,17,1,18.3,6.5,16.5,39.2,52,4.6,6.3,4.5,1.2,38.5,62.1,2017,spotup,defense
UTA,82,18,17,1.04,18.8,6.6,16.2,40.8,53.6,5,6.1,4.5,0.9,40.6,13.8,2017,spotup,defense
MIA,82,18.8,17.5,1.01,19,6.5,16.4,39.8,52.4,6.3,7,5.8,0.9,40,48.3,2017,spotup,defense
SAS,82,19.9,18.8,0.99,19.6,7,18.3,38.5,50.5,4.2,5,3.6,1.1,38.3,79.3,2017,spotup,defense
BOS,82,20.6,19.1,0.96,19.7,6.9,18.4,37.3,49.4,5.2,6.4,4.8,1.1,37.2,100,2017,spotup,defense
TOR,82,20,18.3,0.99,19.8,7.1,17.9,39.5,51.3,5.3,6.2,4.5,0.9,39.6,72.4,2017,spotup,defense
PHI,82,20.8,18.5,0.96,19.9,7,18.9,37.2,49.3,4.2,5.9,3.9,1,36.9,96.6,2017,spotup,defense
DAL,82,20.6,19.4,1,20.5,7.3,18.8,38.8,51.8,3.7,6,3.6,0.9,37.9,69,2017,spotup,defense
ORL,82,21.4,19.4,0.97,20.7,7.3,19,38.5,51.2,4.5,7.5,4.2,0.7,37.8,89.7,2017,spotup,defense
NOP,82,20.7,18.1,1.01,21,7.4,18.6,39.8,52.8,4.4,6.4,4,0.4,39.4,44.8,2017,spotup,defense
WAS,82,21.7,20,0.97,21.1,7.4,19.4,38.2,50.7,5.1,6.8,4.6,1.1,37.8,86.2,2017,spotup,defense
LAL,82,22.1,19.5,0.97,21.4,7.5,19.9,37.5,49.5,5.5,6,5.1,1.4,37.5,93.1,2017,spotup,defense
MIN,82,21.4,19.9,1.01,21.7,7.8,19.8,39.6,52.9,2.6,5.6,2.5,0.6,38.4,51.7,2017,spotup,defense
PHX,82,21.3,19,1.04,22,7.7,19.5,39.6,52.9,4.6,4.6,3.8,0.7,39.9,24.1,2017,spotup,defense
MEM,82,21.5,20.4,1.03,22.2,7.5,18.9,40,53.6,6.7,7,6.1,1.3,40,31,2017,spotup,defense
GSW,82,22.5,20,1,22.4,7.9,20.3,38.8,50.5,5.5,5.5,5,1.1,39.3,65.5,2017,spotup,defense
HOU,82,22,20.5,1.02,22.5,7.9,19.9,39.7,52.4,5.5,5.5,5.2,1.2,39.9,41.4,2017,spotup,defense
ATL,82,22.7,20.6,1.01,22.8,8,20.7,38.7,52,3.8,5.9,3.4,0.9,38.1,58.6,2017,spotup,defense
SAC,82,22,20.9,1.04,22.9,8,19.9,40.4,53.8,4.6,6.1,4.3,0.8,40,20.7,2017,spotup,defense
LAC,82,22.5,20.3,1.02,23,8.2,20.3,40.3,53.4,4.2,6.7,3.8,1,39.3,37.9,2017,spotup,defense
CHA,82,22.6,20.9,1.02,23.1,8.1,20.4,39.7,52.6,4.8,5.8,4.4,1.1,39.5,34.5,2017,spotup,defense
MIL,82,23.4,21.6,1.01,23.5,8.3,20.7,40,52.9,4.7,7.6,4.3,1,38.9,55.2,2017,spotup,defense
IND,82,23,21.4,1.03,23.8,8.4,20.7,40.4,53.5,5,6.2,4.6,1.2,39.8,27.6,2017,spotup,defense
DEN,82,22.5,20.7,1.06,23.9,8.5,20.4,41.9,54.7,5,5.6,4.7,1.2,41.5,6.9,2017,spotup,defense
NYK,82,23.2,21.2,1.04,24.1,8.5,20.8,40.6,54.3,4.2,6.7,3.6,0.8,39.7,17.2,2017,spotup,defense
CLE,82,23.2,21.2,1.05,24.2,8.6,20.8,41.3,54.1,4.8,6.5,4.6,1.2,40.6,10.3,2017,spotup,defense
DET,82,26.2,24.5,0.98,25.6,8.9,23.5,37.7,50.9,4.2,7,3.9,0.8,37,82.8,2017,spotup,defense
OKC,82,26.1,24.2,0.99,25.9,9.1,23.7,38.5,51,4.4,5.9,4,1.1,38.1,75.9,2017,spotup,defense
CHI,82,25.1,23.3,1.06,26.7,9.4,23,40.9,54.8,4.3,5.5,4.1,1.3,40.3,3.4,2017,spotup,defense
UTA,82,16.1,14.5,0.96,15.5,5.5,14.8,37.2,48.9,4.3,4.9,4.2,1.1,37.3,89.7,2018,spotup,defense
PHI,82,17.3,15.2,1,17.3,6.1,15.8,38.5,50.9,4.8,4.7,4.4,0.8,38.6,62.1,2018,spotup,defense
POR,82,18.8,16.9,1.01,18.9,6.6,17.3,38.5,51.4,4.3,4.7,4,1,38.5,55.2,2018,spotup,defense
LAC,82,20,17.4,0.96,19.3,6.7,18,36.9,49.1,5.5,5.4,4.9,1.2,37.5,86.2,2018,spotup,defense
BKN,82,20.3,17.7,0.96,19.4,6.8,18.4,37,48.8,4.4,5.5,4.3,0.8,37.1,100,2018,spotup,defense
DET,82,19.8,18.2,1,19.8,7,17.9,39,51.2,5.4,5.8,4.8,1.4,39,58.6,2018,spotup,defense
ORL,82,20.5,18.8,0.99,20.3,6.9,18.3,38,50.4,5.7,6.4,5.2,1.1,38.4,69,2018,spotup,defense
PHX,82,19.6,17.1,1.05,20.5,7,17.6,40,53.6,5.3,6,4.6,1,40.1,13.8,2018,spotup,defense
DAL,82,21.8,19.6,1.01,22.1,7.7,19.8,38.9,52.2,4.7,5.7,4.2,1.2,38.8,48.3,2018,spotup,defense
BOS,82,23,20.5,0.96,22.2,7.6,20.8,36.4,49.4,4.3,5.7,3.9,0.4,36.7,93.1,2018,spotup,defense
HOU,82,22.4,20.2,0.99,22.2,7.9,20.3,39,51.1,4.8,5.9,4.4,1.1,38.8,75.9,2018,spotup,defense
GSW,82,22.9,20.1,0.98,22.4,7.8,20.8,37.4,49.6,5.1,4.9,4.5,0.9,37.9,82.8,2018,spotup,defense
SAC,82,22.7,19.6,1.01,23,7.9,20.3,38.7,51.5,6.4,5.5,6.1,1.3,39.3,51.7,2018,spotup,defense
OKC,81,23.6,20.6,0.99,23.4,8.2,21.4,38.3,50.9,4.5,5.8,3.8,0.9,38,65.5,2018,spotup,defense
CLE,82,21.4,19.9,1.08,23.2,8.2,19.5,42,55.8,4.7,5.6,4.3,1.3,41.4,0,2018,spotup,defense
SAS,82,22.5,20.5,1.03,23.3,8,20.7,38.8,52.2,4.8,4.1,4.5,0.8,39.4,24.1,2018,spotup,defense
LAL,82,23.8,20.5,0.99,23.5,8.1,21.6,37.7,50.6,4.4,5.6,4,0.9,37.5,72.4,2018,spotup,defense
NYK,82,23.1,20.6,1.03,23.8,8.2,21,38.8,52.5,5.1,5,4.6,1.1,39,31,2018,spotup,defense
TOR,82,25.1,22.2,0.96,24.1,8.3,22.5,37.1,49.4,5.3,6.5,4.8,1.3,37.1,96.6,2018,spotup,defense
DEN,82,24.7,22.7,0.99,24.3,8.6,22.4,38.4,50.8,4.4,5.9,4.1,1.2,38,79.3,2018,spotup,defense
MEM,82,23.8,21.9,1.03,24.5,8.2,21.3,38.6,52.3,6,5.8,5.1,1,39.3,37.9,2018,spotup,defense
CHI,82,23.5,21.1,1.04,24.5,8.6,21.1,40.6,54,5.1,5.9,4.6,1,40.4,17.2,2018,spotup,defense
IND,82,24.2,22,1.02,24.6,8.5,21.9,38.6,51.9,5.1,5,4.7,0.9,39,44.8,2018,spotup,defense
MIN,82,23.9,21,1.04,24.8,8.6,21.9,39.5,53.5,3.9,5.4,3.7,1,39,20.7,2018,spotup,defense
MIA,82,24.7,22.4,1.03,25.3,8.7,22.2,39.1,52.9,5,6,4.6,1.2,38.7,41.4,2018,spotup,defense
ATL,81,25,21.4,1.03,25.7,8.9,22.2,40.2,53.4,5.5,6.5,4.7,1,40.1,27.6,2018,spotup,defense
MIL,82,24.7,21.5,1.03,25.4,8.9,22.6,39.4,53.4,4,5.5,3.7,0.8,39,34.5,2018,spotup,defense
NOP,82,23.8,20.5,1.08,25.7,9,21.9,41,55,4.7,4.7,4.3,1.4,40.8,6.9,2018,spotup,defense
WAS,82,24.3,21.1,1.07,26.1,9,21.8,41.3,55.3,5.2,5.9,4.8,0.9,41.2,10.3,2018,spotup,defense
CHA,82,25,22.6,1.08,27,9.4,22.8,41.5,56.1,3.6,6.1,3.4,0.8,40.5,3.4,2018,spotup,defense
UTA,64,17.2,15.7,0.99,16.9,6,15.8,37.9,50.6,4,5.1,3.8,0.8,37.9,69,2019,spotup,defense
PHI,65,17.1,15.6,1.02,17.3,6.2,15.6,39.6,52.1,4.5,5.1,4.3,1.2,39.2,44.8,2019,spotup,defense
OKC,64,21,18.9,0.94,19.8,6.9,19.1,35.8,48.6,3.9,5.7,3.7,0.7,35.6,93.1,2019,spotup,defense
MIN,64,20,17.2,1.03,20.5,7,18,39,52.2,5.5,5.6,4.9,0.9,39.5,31,2019,spotup,defense
CLE,65,19.4,17.7,1.06,20.6,7.4,17.7,41.5,55.1,3.8,5.9,3.5,0.9,40.7,13.8,2019,spotup,defense
LAC,64,23.8,20.8,0.9,21.3,7.3,21.3,34.3,46.2,4.8,6.8,4.4,0.9,34.4,100,2019,spotup,defense
BKN,64,22.4,19.5,0.97,21.6,7.5,20.7,36.5,49.3,3.9,4.7,3.6,1,36.4,72.4,2019,spotup,defense
NOP,64,21.2,18.2,1.03,21.8,7.5,19.3,39,52.6,4.3,5.3,4,0.6,39.2,37.9,2019,spotup,defense
LAL,63,23.6,21,0.96,22.6,7.8,21.3,36.7,49.1,4.8,5.9,4.3,1,36.6,86.2,2019,spotup,defense
BOS,64,23.7,21.2,0.96,22.7,7.7,21.2,36.3,49.4,4.7,6.5,4.5,0.8,36.3,79.3,2019,spotup,defense
PHX,65,22.5,19.9,1,22.5,7.7,19.9,38.8,51.6,5.7,7.1,5.1,1.1,38.6,48.3,2019,spotup,defense
DET,66,20.7,18.9,1.08,22.3,8,18.9,42.2,55.8,4,5.5,3.6,1.2,41.3,10.3,2019,spotup,defense
IND,65,23.7,21.3,0.96,22.7,7.7,21.3,36.1,49.2,4.6,6.3,4.4,0.7,36.2,82.8,2019,spotup,defense
POR,66,22.1,19.3,1.03,22.7,7.6,19.9,38.2,53,4.8,5.6,4.5,0.6,38.5,27.6,2019,spotup,defense
DAL,67,22.7,20.3,0.99,22.5,8,20.8,38.3,50.9,4.3,4.7,4,1,38.5,58.6,2019,spotup,defense
WAS,64,22.8,19.7,1.04,23.6,8.3,20.3,40.7,54.6,4.5,7.4,3.9,1,39.6,24.1,2019,spotup,defense
MEM,65,23.4,20.3,0.99,23.3,7.9,20.9,38,51.3,5.4,6.4,5,1,38.3,62.1,2019,spotup,defense
MIL,65,24.7,21.2,0.95,23.5,8,22.5,35.8,48.9,4.1,5.7,3.9,1,35.6,89.7,2019,spotup,defense
ORL,65,23.6,21.7,1.03,24.3,8.4,21.1,40.1,53.7,4.9,7.6,4.7,1.6,38.9,34.5,2019,spotup,defense
ATL,67,22.5,19.3,1.05,23.7,8.1,20.1,40.5,54.3,5.8,6,5.4,1.4,40.5,17.2,2019,spotup,defense
HOU,64,25.1,21.6,1,25,8.8,22.7,38.8,51.7,4.6,6.5,4.2,1.4,38,55.2,2019,spotup,defense
CHI,65,25.1,22.5,0.99,24.8,8.4,21.9,38.6,51.5,5.7,8.4,5.1,1.2,38.1,65.5,2019,spotup,defense
NYK,66,22.3,20.2,1.11,24.7,8.3,19.8,42.1,57.4,6,6.1,5.7,1.2,42,0,2019,spotup,defense
SAS,63,23.7,21.1,1.1,26,9,21.8,41.3,56.1,3.9,4.7,3.8,0.7,41.2,3.4,2019,spotup,defense
DEN,65,25.5,23.2,1,25.4,8.9,22.7,39.2,52.2,4.2,7.2,3.9,0.8,38.4,51.7,2019,spotup,defense
SAC,64,26.5,24.1,1.02,27.1,9.4,23.9,39.4,52.8,4.6,6,4.4,1,39.1,41.4,2019,spotup,defense
GSW,65,25.2,22.4,1.09,27.4,9.6,23,41.9,56.6,3.7,6.4,3.6,1.2,40.6,6.9,2019,spotup,defense
MIA,65,30.8,28,0.96,29.7,10.2,27.7,36.7,49.2,5.5,5.9,5,1.2,37.1,75.9,2019,spotup,defense
CHA,65,29.2,26.9,1.04,30.4,10.5,26.2,40.1,54,4.7,6.6,4.3,1.2,39.5,20.7,2019,spotup,defense
TOR,64,34.7,30.5,0.94,32.5,11.2,31.1,36,48.9,3.8,7.2,3.5,0.8,35.2,96.6,2019,spotup,defense
DAL,82,23.5,22.1,1.01,23.8,8.5,21.6,39.3,51.8,4.1,4.6,3.3,0.6,39.6,79.3,2015,spotup,offense
UTA,82,24.2,23.1,0.97,23.5,8.4,21.7,38.8,50.4,4.6,6.4,4,0.9,38.5,58.6,2015,spotup,offense
SAS,82,22.3,21.4,1.05,23.3,8.6,20.1,42.8,53.9,4.4,6.1,4,0.9,42.1,93.1,2015,spotup,offense
CHA,82,23.2,21.8,0.99,22.9,7.9,21,37.6,50.2,4.9,5.1,4.4,0.5,38.4,69,2015,spotup,offense
PHI,82,24.1,22.1,0.94,22.6,7.7,21.1,36.6,48,7,6.6,6.2,1.2,37.2,24.1,2015,spotup,offense
CLE,82,21.4,20.2,1.05,22.6,7.8,19.8,39.4,53.9,4,4.4,3.5,0.9,39.4,96.6,2015,spotup,offense
CHI,82,21.7,19.8,1.03,22.3,8,19.9,40.4,51.3,5,4.4,4.7,1.1,40.9,89.7,2015,spotup,offense
ATL,82,22.6,21,0.98,22.1,8,20.3,39.3,51.4,4.5,6.8,3.8,0.9,38.6,65.5,2015,spotup,offense
ORL,82,22.8,20.9,0.96,21.9,8.1,21,38.4,49,4,4.8,3.6,1,38.2,51.7,2015,spotup,offense
HOU,82,22.6,20.3,0.96,21.7,7.6,20.6,37,49.3,4.2,5.3,3.8,0.5,37.1,55.2,2015,spotup,offense
TOR,82,21.3,20.3,1.01,21.5,7.6,19.1,40.1,53.2,4.1,7,3.8,0.6,39,72.4,2015,spotup,offense
BOS,82,22.5,19.9,0.94,21.1,7.4,20.2,36.6,46.8,6.2,5.1,5.9,1.2,37.7,20.7,2015,spotup,offense
SAC,82,22.2,19.6,0.95,21,7.4,19.4,38.3,49.2,5.7,7.7,4.9,1,37.9,31,2015,spotup,offense
DET,82,20.6,18.7,1.01,20.8,7.2,18.5,39.1,52.4,4.9,6.4,4.4,0.9,38.8,75.9,2015,spotup,offense
POR,82,20.3,18.5,1.02,20.7,7.2,18.3,39.5,53.2,4.3,6.2,3.8,0.8,39,82.8,2015,spotup,offense
MIA,82,21.5,20.5,0.96,20.6,7.5,19.3,38.7,49.1,5.3,5.7,5.1,0.9,38.9,48.3,2015,spotup,offense
WAS,82,21,19.3,0.98,20.5,7.3,18.9,38.3,50.4,4.8,6.3,4.5,1,38.1,62.1,2015,spotup,offense
GSW,82,18.4,16.6,1.1,20.2,7.1,16.8,42.1,56.1,4.7,4.8,4.3,0.8,42.2,100,2015,spotup,offense
NYK,82,20.8,19.6,0.96,19.9,7.2,19.2,37.6,48.7,3.8,4.9,3.3,0.8,37.5,44.8,2015,spotup,offense
PHX,82,20.5,18.3,0.95,19.5,6.9,18.3,37.8,49.5,4.9,6.3,4.1,0.5,37.8,37.9,2015,spotup,offense
DEN,82,21.3,19.4,0.9,19.3,6.9,19.3,35.8,46.5,4.7,5.7,4.3,0.7,36.1,6.9,2015,spotup,offense
NOP,82,20.5,18.9,0.93,19.1,7,18.4,38.1,47.8,5.8,5.7,5.1,1.3,38.4,10.3,2015,spotup,offense
BKN,82,20.1,18.7,0.94,18.9,6.9,18.1,37.9,48.5,4.7,6.1,4,0.9,37.6,27.6,2015,spotup,offense
LAC,82,18.1,17,1.02,18.5,6.5,16.5,39.3,52.7,3.8,5.7,3.6,0.7,38.9,86.2,2015,spotup,offense
OKC,82,18.7,16.6,0.96,17.9,6.4,17.3,37.2,49.3,2.9,5.2,2.6,0.5,36.6,41.4,2015,spotup,offense
MIL,82,19.3,18.1,0.9,17.3,6.5,17.3,37.5,45.6,4.9,6.2,4.6,1,37.5,0,2015,spotup,offense
MEM,82,19.1,17.9,0.9,17.2,6.4,17.6,36.1,45.9,3.9,4.7,3.5,1,35.9,3.4,2015,spotup,offense
MIN,82,17.7,16.5,0.93,16.5,6.3,15.9,39.6,48.8,3.9,7,3.4,0.7,38.3,13.8,2015,spotup,offense
IND,82,16.6,15.2,0.95,15.7,5.6,15.2,37.2,48.2,4.1,4.5,3.8,0.3,37.8,34.5,2015,spotup,offense
LAL,82,15.8,14.6,0.93,14.7,5.3,14.6,36.3,46.6,4.4,3.6,4.2,0.8,37.1,17.2,2015,spotup,offense
SAS,82,24.1,22.7,1.07,25.7,9.1,21.5,42.5,54.6,5.8,6,5.3,1.1,42.6,93.1,2016,spotup,offense
BOS,82,24,22.3,1.05,25.3,8.7,21.6,40.3,53.7,6,5,5.8,1.3,40.7,86.2,2016,spotup,offense
BKN,82,26.4,23.7,0.93,24.7,8.5,23.1,37,48.7,6.1,7.7,5.9,1.2,36.9,10.3,2016,spotup,offense
PHI,82,25.5,23,0.95,24.1,8.4,22.1,38.1,49.7,6,8.7,5.4,1.2,37.5,20.7,2016,spotup,offense
SAC,82,22.4,21.2,1.05,23.5,8.2,20.1,40.8,53.2,6.4,5.3,6,1.6,41.3,75.9,2016,spotup,offense
HOU,82,22.7,20.2,1.03,23.4,8,20.9,38,52.9,3.9,4.9,3.6,0.8,37.9,69,2016,spotup,offense
DAL,82,22.6,22.3,1.04,23.4,8.1,20.6,39.2,51.9,5.4,4.2,5.1,0.9,40.2,72.4,2016,spotup,offense
CLE,82,21.2,19.7,1.09,23.1,7.8,19.1,40.7,56.3,4.3,6.1,4.1,0.6,40.2,96.6,2016,spotup,offense
NOP,82,23.3,21.4,0.99,23,8.2,20.9,39.2,51,5.1,5.7,4.6,0.8,39.3,44.8,2016,spotup,offense
MIA,82,23.3,21.7,0.98,22.7,7.9,21.2,37.3,50.2,4.2,5.6,3.7,0.9,37.2,34.5,2016,spotup,offense
MIL,82,22.3,21.3,1.02,22.6,8.1,20.2,39.9,52.3,4.6,5.5,4.4,0.9,39.7,62.1,2016,spotup,offense
DEN,82,22.3,19.8,1.01,22.5,7.7,19.8,38.6,52.1,5.5,5.9,4.9,0.5,39.2,58.6,2016,spotup,offense
NYK,82,22.3,20.2,0.99,22.2,8,20.5,39.2,50.5,4.1,4.7,4,0.7,39.4,48.3,2016,spotup,offense
CHA,82,22.7,21.4,0.97,22,8,20.8,38.3,48.7,5.1,4.3,4.9,1.1,38.8,31,2016,spotup,offense
UTA,82,22.5,22.1,0.98,22,7.9,19.9,39.4,52,4.1,8.1,3.6,0.6,38.1,37.9,2016,spotup,offense
CHI,82,22.3,20.3,0.99,22,8,20.2,39.7,50.6,4.3,5.5,4.4,0.7,39.5,41.4,2016,spotup,offense
ATL,82,21.7,19.6,0.99,21.5,7.5,19.1,39.1,51.5,5.7,7,5.2,0.9,38.9,51.7,2016,spotup,offense
LAC,82,19.9,18.6,1.07,21.1,7.4,17.7,41.6,54.5,5.7,6.3,5.3,1.3,41.5,89.7,2016,spotup,offense
TOR,82,20.9,19.5,1,20.9,7.3,19.1,38.3,50.8,5,4.7,4.8,0.9,38.6,55.2,2016,spotup,offense
MIN,82,21.7,20.1,0.96,20.8,7.6,19.6,38.7,49.2,5.4,5.6,5.1,1.2,38.8,24.1,2016,spotup,offense
POR,82,20.1,18.4,1.02,20.5,7.2,18.1,39.7,52.9,4.4,6.1,4.1,0.7,39.3,65.5,2016,spotup,offense
MEM,82,20.9,19.7,0.96,20.1,7.1,19,37.3,48.7,5.1,4.9,4.7,1.2,37.9,27.6,2016,spotup,offense
GSW,82,18.2,16.4,1.1,20,6.9,16.5,41.9,56,4.6,5,4.3,0.5,41.9,100,2016,spotup,offense
WAS,82,18.9,17.3,1.05,19.9,7,17.3,40.7,53.9,4.8,5.3,4.7,1.4,40.4,79.3,2016,spotup,offense
ORL,82,20.4,18.7,0.92,18.6,6.8,18.9,35.8,46.3,4,3.9,3.6,0.8,36.1,0,2016,spotup,offense
IND,82,17.1,16,1.05,18,6.5,15.9,40.9,53.7,3.6,4.1,3.3,0.8,40.7,82.8,2016,spotup,offense
OKC,82,18.6,16.4,0.94,17.5,6.2,17.2,35.9,48.4,3.6,4.7,3.4,0.7,35.7,17.2,2016,spotup,offense
DET,82,19,17.5,0.92,17.4,6.4,17.3,36.8,47.6,3.7,6.1,3.6,1,36.1,3.4,2016,spotup,offense
PHX,82,17.9,15.5,0.92,16.5,5.9,16,36.7,47.3,4.8,6.2,4.1,0.9,36.7,6.9,2016,spotup,offense
LAL,82,16.5,14.8,0.94,15.4,5.5,14.8,36.9,47.6,5.3,5.7,5.2,1.1,37.1,13.8,2016,spotup,offense
BKN,82,25.8,23.4,1.06,27.5,9.5,22.9,41.5,55.2,5.8,6.8,5.2,1.5,40.9,93.1,2017,spotup,offense
SAS,82,25.9,24.2,0.97,25.1,9,22.8,39.3,50,5.9,7.1,5.5,1.1,39.2,10.3,2017,spotup,offense
TOR,82,24.5,22.5,1.02,24.9,8.7,22,39.6,53,4.4,7,4.1,1.2,38.6,58.6,2017,spotup,offense
DEN,82,23.1,21,1.05,24.3,8.5,20.9,40.7,54.5,4.6,6.3,4.5,1.3,39.9,82.8,2017,spotup,offense
UTA,82,23.5,22.2,1.03,24.3,8.5,20.8,41,53.9,5.4,7,4.8,0.8,40.8,72.4,2017,spotup,offense
NOP,82,23.5,21.1,1.02,24.1,8.6,21.3,40.4,52.9,4.5,5.9,4.3,1.3,39.9,62.1,2017,spotup,offense
CHI,82,24.6,22.4,0.96,23.7,8.3,22.1,37.8,49.9,5.3,6.5,4.9,1.4,37.2,3.4,2017,spotup,offense
ORL,82,23.4,21.6,1.01,23.6,8.4,21,39.9,52.4,4.8,6.6,4.6,1,39.2,51.7,2017,spotup,offense
DAL,82,22.2,21,1.05,23.3,8.3,20.6,40.3,54,3.1,4.6,2.5,0.5,39.9,86.2,2017,spotup,offense
BOS,82,21.9,20.4,1.06,23.1,8.1,19.7,41.2,54.6,5,5.8,4.6,0.8,41,89.7,2017,spotup,offense
MIL,82,22.8,21.5,1,22.9,8.2,20.4,40,51.2,5.4,5.9,5,1.3,40,48.3,2017,spotup,offense
PHI,82,22.6,20.2,1,22.7,7.9,20.1,39.2,52.6,4.7,7.4,4.2,0.9,38.4,37.9,2017,spotup,offense
CHA,82,22.7,20.6,0.97,22.1,8.1,20.5,39.4,50.2,5.1,6,4.8,1.2,39.1,20.7,2017,spotup,offense
ATL,82,22.6,20.8,0.97,22,7.6,20,38.1,51.3,4.5,7.9,4,1,37.1,13.8,2017,spotup,offense
MIA,82,21.9,20.5,1,21.9,7.8,20,38.9,52.1,3.8,5.9,3.3,1.1,38,34.5,2017,spotup,offense
DET,82,20.4,18.9,1.07,21.9,7.6,18.7,40.6,54.8,4.8,5.3,4.6,1.4,40.3,96.6,2017,spotup,offense
HOU,82,21.4,19.9,1.02,21.7,7.2,19.1,37.7,52.6,4.7,6.7,4.3,0.9,37.4,55.2,2017,spotup,offense
LAL,82,21.8,19.2,0.99,21.7,7.5,19.5,38.5,51.4,5.3,6.2,5,1,38.7,27.6,2017,spotup,offense
MEM,82,22.2,20.9,0.97,21.5,7.6,19.7,38.5,50.5,4.8,7.1,4.2,0.5,38,6.9,2017,spotup,offense
WAS,82,20.8,19.1,1.03,21.5,7.6,19.1,40,52.6,4.2,4.7,3.9,0.8,39.9,69,2017,spotup,offense
MIN,82,20.6,19,1.04,21.3,7.8,18.8,41.4,53.1,4.8,4.9,4.3,1.1,41.3,75.9,2017,spotup,offense
CLE,82,19.5,18.1,1.08,21,7.2,18,39.8,54.7,4.2,4.2,3.8,0.5,40.2,100,2017,spotup,offense
OKC,82,20.8,18.6,1,20.9,7.1,18.8,37.7,51.8,4.7,5.9,4.2,1.1,37.5,44.8,2017,spotup,offense
LAC,82,20.6,18.7,0.99,20.4,7.1,18.3,39,50.9,6,6.3,5.4,1.2,39.2,24.1,2017,spotup,offense
SAC,82,19.5,18.4,1,19.4,6.9,17.6,39,51,5.1,5.8,4.6,1.1,39.1,31,2017,spotup,offense
